snapshot_date,snapshot_timestamp,data_source,formula_version,sector,article_count,attention_volume,optimism,fear,uncertainty,attention,disagreement,risk_intensity
2026-07-10,2026-07-10T22:35:07+00:00,Demo 数据,enhanced,Consumer Staples,12,0.407244,14.29915,21.784258,62.605482,13.636364,18.796836,67.37184
2026-07-10,2026-07-10T22:35:07+00:00,Demo 数据,enhanced,Energy,12,1.15977,18.2201,22.828275,68.927581,50.0,64.275202,67.828761
2026-07-10,2026-07-10T22:35:07+00:00,Demo 数据,enhanced,Financials,12,0.873345,26.442417,10.328999,73.924992,31.818182,30.389988,77.108514
2026-07-10,2026-07-10T22:35:07+00:00,Demo 数据,enhanced,Healthcare,12,0.883963,23.762674,10.070334,63.551509,40.909091,45.005448,79.306972
2026-07-10,2026-07-10T22:35:07+00:00,Demo 数据,enhanced,Industrials,12,1.706147,24.713291,12.135078,62.612504,77.272727,52.053286,77.301356
2026-07-10,2026-07-10T22:35:07+00:00,Demo 数据,enhanced,Materials,12,1.513122,23.621573,17.652098,59.171115,68.181818,51.844548,60.0
2026-07-10,2026-07-10T22:35:07+00:00,Demo 数据,enhanced,Real Estate,12,1.243171,22.768797,13.587925,63.290959,59.090909,51.590957,71.934126
2026-07-10,2026-07-10T22:35:07+00:00,Demo 数据,enhanced,Technology,12,1.854418,24.643702,10.474643,64.119706,95.454545,42.897842,55.379355
2026-07-10,2026-07-10T22:35:07+00:00,Demo 数据,enhanced,Utilities,12,1.828841,11.088615,19.952308,76.529917,86.363636,15.805547,75.567954
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,baseline,Communication Services,287,231.972359,35.023942,21.957542,49.169183,86.363636,51.357731,76.657273
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,baseline,Consumer Discretionary,226,162.587381,32.983216,23.696693,49.208611,68.181818,51.279157,76.876054
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,baseline,Consumer Staples,181,130.855739,31.907246,20.618649,51.637807,59.090909,47.356481,76.765211
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,baseline,Energy,126,73.021628,39.982819,27.961265,41.111028,31.818182,61.509641,73.653726
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,baseline,Financials,248,194.645202,37.727692,20.276937,48.444659,77.272727,49.923793,76.40693
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,baseline,Healthcare,151,97.922632,39.223302,15.927447,49.663883,50.0,47.685961,77.338873
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,baseline,Industrials,146,78.832506,39.563175,19.957289,46.459984,40.909091,53.598404,77.265545
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,baseline,Materials,75,17.429324,35.86432,18.698074,50.417246,4.545455,48.558593,72.983056
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,baseline,Real Estate,72,20.797639,34.18481,11.37029,54.343739,13.636364,39.465405,75.639437
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,baseline,Technology,456,414.871636,34.318674,25.540271,46.310856,95.454545,56.158064,76.633223
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,baseline,Utilities,66,24.118299,40.640332,12.863518,51.706996,22.727273,39.127302,75.53944
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,enhanced,Communication Services,287,231.972359,26.637945,15.667847,44.226207,86.363636,50.79162,76.657273
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,enhanced,Consumer Discretionary,226,162.587381,25.437944,16.906018,42.951444,68.181818,54.381333,76.876054
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,enhanced,Consumer Staples,181,130.855739,25.034282,14.542719,45.532519,59.090909,47.065385,76.765211
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,enhanced,Energy,126,73.021628,30.056284,20.283093,36.670212,31.818182,60.382525,73.653726
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,enhanced,Financials,248,194.645202,29.510024,15.239907,42.204727,77.272727,47.058061,76.40693
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,enhanced,Healthcare,151,97.922632,29.76303,11.481217,41.033252,50.0,38.214369,77.338873
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,enhanced,Industrials,146,78.832506,29.761297,14.541505,39.325116,40.909091,47.962395,77.265545
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,enhanced,Materials,75,17.429324,27.339901,13.385477,41.583622,4.545455,42.093498,72.983056
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,enhanced,Real Estate,72,20.797639,26.703597,9.17053,43.796245,13.636364,32.73983,75.639437
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,enhanced,Technology,456,414.871636,25.846396,18.492218,42.175893,95.454545,57.304005,76.633223
2026-07-10,2026-07-10T22:35:07+00:00,真实新闻,enhanced,Utilities,66,24.118299,30.346792,9.347266,48.817478,22.727273,35.352475,75.53944
