article_id,source,title,summary,content,url,published_at,collected_at,time_parse_error,language,tickers,companies,sector,topic,sentiment_score,p_positive,p_neutral,p_negative,optimism,fear,uncertainty,attention,attention_weight,disagreement,disagreement_input,risk_intensity,risk_category,evidence_sentence,model_confidence,relevance_weight,time_weight,agg_weight,is_duplicate,dedup_factor,processing_error
rss-09e0a4bc86429219,Yahoo Finance RSS,What Would Steve Jobs Do Today?,"Steve Jobs, the co-founder, long-time CEO of Apple (NASDAQ: AAPL), and the heart and soul of the company, died in 2011. If he were alive, he would watch his handpicked CEO, Tim Cook, retire. Cook did almost everything right for Apple’s shareholders. But he did little to change the company’s products. The iPhone was first ... What Would Steve Jobs Do Today?","Steve Jobs, the co-founder, long-time CEO of Apple (NASDAQ: AAPL), and the heart and soul of the company, died in 2011. If he were alive, he would watch his handpicked CEO, Tim Cook, retire. Cook did almost everything right for Apple’s shareholders. But he did little to change the company’s products. The iPhone was first ... What Would Steve Jobs Do Today?",https://247wallst.com/investing/2026/07/06/what-would-steve-jobs-do-today/?.tsrc=rss,2026-07-06T16:01:29+00:00,2026-07-06T19:27:08+00:00,,en,AAPL,Apple,Technology,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,False,1.0,
rss-1d702d3ac0af0796,Yahoo Finance RSS,"Apple's Rally: Pricing Power, AI Discipline, And The Memory Crunch","Apple (AAPL) stock dropped 6% on June 25 after the company raised Mac and iPad prices by $100 to $300, blaming a memory shortage CEO Tim Cook called a ""hundred-year flood."" Less than two weeks later, shares have clawed back most of that loss, trading near 52-week highs. The market appears to be recalculating Apple's position on two fronts: how well placed Apple is inside the DRAM shortage relative to its peers and how its restraint on AI spending looks increasingly like a smart move.","Apple (AAPL) stock dropped 6% on June 25 after the company raised Mac and iPad prices by $100 to $300, blaming a memory shortage CEO Tim Cook called a ""hundred-year flood."" Less than two weeks later, shares have clawed back most of that loss, trading near 52-week highs. The market appears to be recalculating Apple's position on two fronts: how well placed Apple is inside the DRAM shortage relative to its peers and how its restraint on AI spending looks increasingly like a smart move.",https://www.trefis.com/articles/605818/apples-rally-pricing-power-ai-discipline-and-the-memory-crunch/2026-07-06?.tsrc=rss,2026-07-06T15:58:02+00:00,2026-07-06T19:27:08+00:00,,en,AAPL,Apple,Technology,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,False,1.0,
rss-7f3e309ca0153c74,Yahoo Finance RSS,Why Broadcom Stock Is Rising Today,It's a bullish start to the week for this tech powerhouse.,It's a bullish start to the week for this tech powerhouse.,https://www.fool.com/investing/2026/07/06/why-broadcom-stock-is-rising-today/?.tsrc=rss,2026-07-06T15:36:32+00:00,2026-07-06T19:27:08+00:00,,en,AAPL,Apple,Technology,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,False,1.0,
rss-55f1c4b6ea596791,Yahoo Finance RSS,Top Midday Stories: Solstice to Acquire Element Solutions for About $14.5 Billion; Anthropic Enters 20-Year Lease Agreement for TeraWulf Data Center,"The Nasdaq Composite and S&P 500 Index were up in late-morning trading Monday, as tech stocks rose b","The Nasdaq Composite and S&P 500 Index were up in late-morning trading Monday, as tech stocks rose b",https://finance.yahoo.com/markets/stocks/articles/top-midday-stories-solstice-acquire-153428510.html?.tsrc=rss,2026-07-06T15:34:28+00:00,2026-07-06T19:27:08+00:00,,en,AAPL,Apple,Technology,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,False,1.0,
rss-7a6d245f576c9211,Yahoo Finance RSS,Broadcom extends Apple chip supply deal through 2031,"Broadcom Inc (NASDAQ:AVGO, XETRA:1YD) has extended its chip partnership with Apple Inc (NASDAQ:AAPL, XETRA:APC) through 2031, expanding a long-running supply agreement covering custom semiconductor development and production. The expanded arrangement, disclosed by Broadcom in a regulatory...","Broadcom Inc (NASDAQ:AVGO, XETRA:1YD) has extended its chip partnership with Apple Inc (NASDAQ:AAPL, XETRA:APC) through 2031, expanding a long-running supply agreement covering custom semiconductor development and production. The expanded arrangement, disclosed by Broadcom in a regulatory...",https://www.proactiveinvestors.com/companies/news/1094988/broadcom-extends-apple-chip-supply-deal-through-2031-1094988.html?.tsrc=rss,2026-07-06T14:51:00+00:00,2026-07-06T19:27:08+00:00,,en,AAPL,Apple,Technology,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,False,1.0,
rss-67a040181e84fe03,Yahoo Finance RSS,Apple Foldable iPhone May See Tight Launch,Apple Foldable iPhone May See Tight Launch,Apple Foldable iPhone May See Tight Launch,https://finance.yahoo.com/technology/articles/apple-foldable-iphone-may-see-144158940.html?.tsrc=rss,2026-07-06T14:41:58+00:00,2026-07-06T19:27:08+00:00,,en,AAPL,Apple,Technology,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,False,1.0,
rss-11d12025e800b65e,Yahoo Finance RSS,"[Latest] Global Healthcare Mobility Solutions Market Size/Share Worth USD 1411.37 Billion by 2035 at a 21.62% CAGR: Healthcare Foresights (Analysis, Outlook, Leaders, Report, Trends, Forecast, Segmentation, Growth Rate, SWOT Analysis)","[220+ Pages Latest Report] According to a market research study published by Healthcare Foresights, the demand analysis of Global Healthcare Mobility Solutions Market size & share revenue was valued at approximately USD 199.34 Billion in 2025 and is expected to reach USD 242.44 Billion in 2026 and is expected to reach around USD 1411.37 Billion by 2035, at a CAGR of 21.62% between 2026 and 2035. The key market players listed in the report with their sales, revenues and strategies are OMRON Healt","[220+ Pages Latest Report] According to a market research study published by Healthcare Foresights, the demand analysis of Global Healthcare Mobility Solutions Market size & share revenue was valued at approximately USD 199.34 Billion in 2025 and is expected to reach USD 242.44 Billion in 2026 and is expected to reach around USD 1411.37 Billion by 2035, at a CAGR of 21.62% between 2026 and 2035. The key market players listed in the report with their sales, revenues and strategies are OMRON Healt",https://finance.yahoo.com/healthcare/articles/latest-global-healthcare-mobility-solutions-143000693.html?.tsrc=rss,2026-07-06T14:30:00+00:00,2026-07-06T19:27:08+00:00,,en,AAPL,Apple,Technology,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,False,1.0,
rss-7ed572e2b1325ad5,Yahoo Finance RSS,Broadcom Stock Rises On New Apple Supply Deal,Broadcom on Monday disclosed a five-year deal to supply custom processors to consumer electronics giant Apple.,Broadcom on Monday disclosed a five-year deal to supply custom processors to consumer electronics giant Apple.,https://finance.yahoo.com/m/b531c753-2450-3d5f-a3c4-5d012a2071f6/broadcom-stock-rises-on-new.html?.tsrc=rss,2026-07-06T14:18:12+00:00,2026-07-06T19:27:08+00:00,,en,AAPL,Apple,Technology,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,False,1.0,
rss-f5459782d4d6cba1,Yahoo Finance RSS,Luxshare Targets $3.1 Billion Hong Kong Listing,"Luxshare plans to price shares at the top of its range, making it Hong Kong's biggest first-time share sale this year.","Luxshare plans to price shares at the top of its range, making it Hong Kong's biggest first-time share sale this year.",https://finance.yahoo.com/markets/stocks/articles/luxshare-targets-3-1-billion-141303410.html?.tsrc=rss,2026-07-06T14:13:03+00:00,2026-07-06T19:27:08+00:00,,en,AAPL,Apple,Technology,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,False,1.0,
rss-f683e7abcf57902f,Yahoo Finance RSS,"FTEC vs. VGT: Same Tech Bet, So Which Fund Costs You Less?","If you’re deciding between Fidelity MSCI Information Technology Index ETF (NYSEARCA:FTEC) and Vanguard Information Technology Index Fund ETF (NYSEARCA:VGT), the choice looks like a coin flip. Both track the same MSCI USA IMI Information Technology 25/50 Index. Both hold roughly the same 300-plus stocks in nearly the same weights. Both have delivered essentially identical returns ... FTEC vs. VGT: Same Tech Bet, So Which Fund Costs You Less?","If you’re deciding between Fidelity MSCI Information Technology Index ETF (NYSEARCA:FTEC) and Vanguard Information Technology Index Fund ETF (NYSEARCA:VGT), the choice looks like a coin flip. Both track the same MSCI USA IMI Information Technology 25/50 Index. Both hold roughly the same 300-plus stocks in nearly the same weights. Both have delivered essentially identical returns ... FTEC vs. VGT: Same Tech Bet, So Which Fund Costs You Less?",https://247wallst.com/investing/etf/2026/07/06/ftec-vs-vgt-same-tech-bet-so-which-fund-costs-you-less/?.tsrc=rss,2026-07-06T14:05:57+00:00,2026-07-06T19:27:08+00:00,,en,AAPL,Apple,Technology,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,False,1.0,
rss-02b46db804bc6c44,Yahoo Finance RSS,TeraWulf Stock Is Up 95% This Year: Here’s Why,"Shares of TeraWulf (NASDAQ:WULF) extended a powerful rally on Monday afternoon, separating the stock from its bitcoin-mining peers by a wide margin. WULF stock is up 4% today and up 95% year to date to $22.10, marking its most sustained rerating since going public. The catalyst is a landmark 20-year lease with Anthropic, the private ... TeraWulf Stock Is Up 95% This Year: Here’s Why","Shares of TeraWulf (NASDAQ:WULF) extended a powerful rally on Monday afternoon, separating the stock from its bitcoin-mining peers by a wide margin. WULF stock is up 4% today and up 95% year to date to $22.10, marking its most sustained rerating since going public. The catalyst is a landmark 20-year lease with Anthropic, the private ... TeraWulf Stock Is Up 95% This Year: Here’s Why",https://247wallst.com/investing/2026/07/06/terawulf-stock-is-up-95-this-year-heres-why/?.tsrc=rss,2026-07-06T19:11:46+00:00,2026-07-06T19:27:09+00:00,,en,MSFT,Microsoft,Technology,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,False,1.0,
rss-01a6794119a0a145,Yahoo Finance RSS,Microsoft overhauls Xbox amid broader cuts,"Microsoft is cutting 3,200 Xbox gaming unit jobs, selling four game studios and reshaping the struggling business as part of a broader restructuring announced Monday.","Microsoft is cutting 3,200 Xbox gaming unit jobs, selling four game studios and reshaping the struggling business as part of a broader restructuring announced Monday.",https://www.axios.com/2026/07/06/microsoft-xbox-job-cuts-gaming-ai#utm_source=yahoo_finance&utm_medium=partner&utm_campaign=subs-partner-yahoo-finance-AI?.tsrc=rss,2026-07-06T19:05:25+00:00,2026-07-06T19:27:09+00:00,,en,MSFT,Microsoft,Technology,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,False,1.0,
rss-eba1d894a59755d3,Yahoo Finance RSS,"Stock Market Today: Dow Up, AI Stock Tests Entry; TeraWulf Cedes Key Level Despite Anthropic Deal (Live Coverage)",The Dow Jones index fell but other indexes rallied as President Trump made bullish comments. Microsoft fell on the stock market today while Micron rose.,The Dow Jones index fell but other indexes rallied as President Trump made bullish comments. Microsoft fell on the stock market today while Micron rose.,https://finance.yahoo.com/m/e4816774-35f0-3682-b37a-8d60e0419f0f/stock-market-today%3A-dow-up%2C.html?.tsrc=rss,2026-07-06T18:53:49+00:00,2026-07-06T19:27:09+00:00,,en,MSFT,Microsoft,Technology,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,False,1.0,
rss-2b0096cc83f5687a,Yahoo Finance RSS,Amazon Could be On the Cusp of Reshaping the Artificial Intelligence (AI) Chip Market. Should Nvidia Investors be Worried?,Amazon could start selling its Trainium chips to third-party customers in the near future.,Amazon could start selling its Trainium chips to third-party customers in the near future.,https://www.fool.com/investing/2026/07/06/amazon-could-be-on-the-cusp-of-reshaping-the-artif/?.tsrc=rss,2026-07-06T18:48:14+00:00,2026-07-06T19:27:09+00:00,,en,MSFT,Microsoft,Technology,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,False,1.0,
rss-679dabd6e26d30fa,Yahoo Finance RSS,The running list: major tech layoffs in 2026 where employers cited AI,A running look — in reverse chronological order — at the bigger tech companies that have announced significant layoffs this year with AI as a stated factor.,A running look — in reverse chronological order — at the bigger tech companies that have announced significant layoffs this year with AI as a stated factor.,https://finance.yahoo.com/technology/ai/articles/running-list-major-tech-layoffs-012755703.html?.tsrc=rss,2026-07-06T18:35:00+00:00,2026-07-06T19:27:09+00:00,,en,MSFT,Microsoft,Technology,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,False,1.0,
rss-fa57ec7a407ff925,Yahoo Finance RSS,C3.ai (AI) and Shell Expand Global Predictive Maintenance Partnership,"C3.ai Inc. (NYSE:AI) is one of the top 10 hidden AI stocks to buy. On June 4, C3.ai and Shell extended their multi-year collaboration to scale their enterprise predictive maintenance program globally. This expansion builds on a partnership dating back to 2018, which currently monitors over 13,000 pieces of equipment across Shell’s asset operations. Under […]","C3.ai Inc. (NYSE:AI) is one of the top 10 hidden AI stocks to buy. On June 4, C3.ai and Shell extended their multi-year collaboration to scale their enterprise predictive maintenance program globally. This expansion builds on a partnership dating back to 2018, which currently monitors over 13,000 pieces of equipment across Shell’s asset operations. Under […]",https://finance.yahoo.com/technology/ai/articles/c3-ai-ai-shell-expand-182541429.html?.tsrc=rss,2026-07-06T18:25:41+00:00,2026-07-06T19:27:09+00:00,,en,MSFT,Microsoft,Technology,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,False,1.0,
rss-ad304d52e76bb274,Yahoo Finance RSS,"Microsoft vs. Meta Platforms: What's the Better ""Magnificent Seven"" Stock to Buy for the Second Half of 2026?",These stocks were down more than 14% at the halfway mark of the year.,These stocks were down more than 14% at the halfway mark of the year.,https://www.fool.com/investing/2026/07/06/microsoft-vs-meta-platforms-whats-the-better-magni/?.tsrc=rss,2026-07-06T18:20:00+00:00,2026-07-06T19:27:09+00:00,,en,MSFT,Microsoft,Technology,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,False,1.0,
rss-64042dd953fec223,Yahoo Finance RSS,"Microsoft cuts 4,800 jobs as it revamps Xbox","Microsoft said Monday it was eliminating about 4,800 jobs -- roughly two percent of its global workforce -- in a cost-cutting move that will deliver a sweeping restructuring of its struggling Xbox gaming division.Microsoft on June 25 said it will raise the price of its Xbox video game consoles worldwide as a component-cost surge fueled by AI affects the industry.","Microsoft said Monday it was eliminating about 4,800 jobs -- roughly two percent of its global workforce -- in a cost-cutting move that will deliver a sweeping restructuring of its struggling Xbox gaming division.Microsoft on June 25 said it will raise the price of its Xbox video game consoles worldwide as a component-cost surge fueled by AI affects the industry.",https://finance.yahoo.com/technology/articles/microsoft-cuts-4-800-job-143400952.html?.tsrc=rss,2026-07-06T17:42:16+00:00,2026-07-06T19:27:09+00:00,,en,MSFT,Microsoft,Technology,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,False,1.0,
rss-b72d7997686efd19,Yahoo Finance RSS,"Microsoft cuts 4,800 jobs with Xbox facing its biggest shake-up","About 3,200 gaming jobs are set to be cut at Xbox over the coming fiscal year.View on euronews","About 3,200 gaming jobs are set to be cut at Xbox over the coming fiscal year.View on euronews",https://www.euronews.com/2026/07/06/microsoft-cuts-4800-jobs-mostly-at-xbox?.tsrc=rss,2026-07-06T17:39:51+00:00,2026-07-06T19:27:09+00:00,,en,MSFT,Microsoft,Technology,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,False,1.0,
rss-c779831f2b4e6369,Yahoo Finance RSS,"Meta Stock Surged 9% to $612.91 on July 1 After Reports That Mark Zuckerberg Is Building a Cloud Business to Compete With Amazon, Microsoft, and Alphabet",Meta wants to become more like its hyperscaler peers.,Meta wants to become more like its hyperscaler peers.,https://www.fool.com/investing/2026/07/06/meta-stock-surged-july-1-report-zuckerberg-cloud/?.tsrc=rss,2026-07-06T17:37:00+00:00,2026-07-06T19:27:09+00:00,,en,MSFT,Microsoft,Technology,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,False,1.0,
rss-c4351e1de7523073,Yahoo Finance RSS,"MSFT's Xbox Business Has Become 'Almost Irrelevant', Says Analyst — ‘Every Investment Dollar Now Is Going To AI’","During an interview with CNBC, DA Davidson’s Gil Luria said that every dollar of Microsoft's investment is going toward funding its AI efforts and data centers.","During an interview with CNBC, DA Davidson’s Gil Luria said that every dollar of Microsoft's investment is going toward funding its AI efforts and data centers.",https://stocktwits.com/news-articles/markets/equity/msft-xbox-business-almost-irrelevant-every-investment-going-to-ai/cZm1k3tR7lA?.tsrc=rss,2026-07-06T17:33:47+00:00,2026-07-06T19:27:09+00:00,,en,MSFT,Microsoft,Technology,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,False,1.0,
rss-8c127293b86c7403,Yahoo Finance RSS,Nvidia’s Biggest Threat Is This: Everyone Is Desperate to Stop Paying Nvidia Prices.,"NVIDIA (NASDAQ:NVDA) owns the AI compute market, but every major customer is spending billions to buy less of what it sells. NVIDIA carries a $4.75 trillion market cap and sits between a 52-week low of $158.18 and a high of $236.26. Q1 FY27 revenue came in at $81.61 billion, up 85.2% year over year, with ... Nvidia’s Biggest Threat Is This: Everyone Is Desperate to Stop Paying Nvidia Prices.","NVIDIA (NASDAQ:NVDA) owns the AI compute market, but every major customer is spending billions to buy less of what it sells. NVIDIA carries a $4.75 trillion market cap and sits between a 52-week low of $158.18 and a high of $236.26. Q1 FY27 revenue came in at $81.61 billion, up 85.2% year over year, with ... Nvidia’s Biggest Threat Is This: Everyone Is Desperate to Stop Paying Nvidia Prices.",https://247wallst.com/investing/2026/07/06/nvidias-biggest-threat-is-this-everyone-is-desperate-to-stop-paying-nvidia-prices/?.tsrc=rss,2026-07-06T17:25:21+00:00,2026-07-06T19:27:09+00:00,,en,MSFT,Microsoft,Technology,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,False,1.0,
rss-9a978ad1204dcd3f,Yahoo Finance RSS,"Microsoft to Cut Workforce by 4,800 as Xbox Announces Revamp","Microsoft (MSFT) plans to lay off about 4,800 employees amid an evolving industry backdrop, as its X","Microsoft (MSFT) plans to lay off about 4,800 employees amid an evolving industry backdrop, as its X",https://finance.yahoo.com/technology/articles/microsoft-cut-workforce-4-800-172305474.html?.tsrc=rss,2026-07-06T17:23:05+00:00,2026-07-06T19:27:09+00:00,,en,MSFT,Microsoft,Technology,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,False,1.0,
rss-fb93d54405d9a9dd,Yahoo Finance RSS,Does IREN Have the Inside Track on This $22 Billion Opportunity?,"The Number Leaked Anthropic documents reportedly point to a 1.4 gigawatt Australian capacity push worth roughly $22 billion, and IREN (NASDAQ:IREN) sits among a short list of operators with announced gigawatt-scale Australian ambitions to bid for it. The figure reflects a reported market opportunity drawn from third-party documents, sitting outside company guidance and signed backlog. ... Does IREN Have the Inside Track on This $22 Billion Opportunity?","The Number Leaked Anthropic documents reportedly point to a 1.4 gigawatt Australian capacity push worth roughly $22 billion, and IREN (NASDAQ:IREN) sits among a short list of operators with announced gigawatt-scale Australian ambitions to bid for it. The figure reflects a reported market opportunity drawn from third-party documents, sitting outside company guidance and signed backlog. ... Does IREN Have the Inside Track on This $22 Billion Opportunity?",https://247wallst.com/investing/2026/07/06/does-iren-have-the-inside-track-on-this-22-billion-opportunity/?.tsrc=rss,2026-07-06T17:18:17+00:00,2026-07-06T19:27:09+00:00,,en,MSFT,Microsoft,Technology,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,False,1.0,
rss-97fb218f2b4b7b3a,Yahoo Finance RSS,Can AI-Driven Electricity Demand Fuel CEG's Long-Term Growth?,"Constellation Energy's clean power deals, nuclear fleet and new generation projects position it to gain from rising AI-driven electricity demand.","Constellation Energy's clean power deals, nuclear fleet and new generation projects position it to gain from rising AI-driven electricity demand.",https://finance.yahoo.com/energy/articles/ai-driven-electricity-demand-fuel-164200415.html?.tsrc=rss,2026-07-06T16:42:00+00:00,2026-07-06T19:27:09+00:00,,en,MSFT,Microsoft,Technology,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,False,1.0,
